Category,Appl_id,FY,Funding_IC,Project_Number,Sub_Project,Project_Title,PI_Name,Org_Name,State_Country,Amount,Tag,Reason,Environmental_Subgroup,Combined_Tag,Fix_Applied,UserFix_Applied,Clinical_Subcategory,Mechanistic_Subcategory
Breast Cancer,10754260,2024,NHLBI,5R01HL157991-04,,Mapping & quantifying lymphatic drainage of the arm's alternate pathway,"SINGHAL, DHRUV",BETH ISRAEL DEACONESS MEDICAL CENTER,MA,434000,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10754544,2024,NCI,5R01CA230800-05,,Notch-driven Epigenetic Program of MYC and CCND1 in Triple-Negative Breast Cancer,"FARYABI, ROBERT",UNIVERSITY OF PENNSYLVANIA,PA,394246,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10754552,2024,NCI,5R37CA240403-05,,"Artificial Intelligence for Improved Breast Cancer Screening Accuracy: External Validation, Refinement, and Clinical Translation","LEE, CHRISTOPH",UNIVERSITY OF WASHINGTON,WA,498049,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10754573,2024,NCI,5R01CA196528-07,,"High Performance, Quantitative Breast PET Scanner Integrated With Tomosynthesis","SURTI, SULEMAN",UNIVERSITY OF PENNSYLVANIA,PA,656496,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10754579,2024,NIA,5K01AG080030-02,,Living beyond cancer: the short- and long-term cognitive effects of breast cancer and its treatment for cancer survivors,"PENG, CHENG",BRIGHAM AND WOMEN'S HOSPITAL,MA,130950,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10754854,2024,NIGMS,5R35GM144111-03,,Expanding the biological roles of N-terminal methylation,"SCHANER-TOOLEY, CHRISTINE",STATE UNIVERSITY OF NEW YORK AT BUFFALO,NY,395738,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10754926,2024,NCI,5R21CA267949-02,,Defining the phenotype and cancer penetrance of CTNNA1 loss-of-function germline variants,"KATONA, BRYSON",UNIVERSITY OF PENNSYLVANIA,PA,221621,Mechanistic_Pathogenesis,"Studies gene function/mechanism, not just genetic risk",,Mechanistic_and_Genetic,,,,
Breast Cancer,10755239,2024,NCI,5K22CA248615-02,,Targeting Oncogenic PELP1/SRC-3 Signaling Complexes in ER+ Breast Cancer,"TRUONG, THU",UNIVERSITY OF MINNESOTA,MN,201744,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10755282,2024,NCI,5R01CA072038-23,,Replication Stress and DNA Damage Response Drives ESR1 Mutant Metastasis,"FUQUA, SUZANNE",BAYLOR COLLEGE OF MEDICINE,TX,324901,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10755315,2024,NCI,5R01CA249116-04,,ERβ repurposes EZH2 to suppress oncogenic NFκB signaling in TNBC,"HAWSE, JOHN",MAYO CLINIC ROCHESTER,MN,476859,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10755326,2024,NIGMS,5R01GM141349-03,,Mechanisms of RING1B and PRC1 complexes in transcriptional activation,"MOREY, LLUIS",UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,FL,322350,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10755336,2024,NCI,5R21CA277447-02,,Prevention and treatment of paclitaxel-induced peripheral neuropathy,"NOBLE, MARK",UNIVERSITY OF ROCHESTER,NY,170988,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10755350,2024,NCI,5R21CA277140-02,,Amino acid transporter SLC38A5 as a drug target for TNBC: Evaluation with genetic and pharmacologic approaches,"GANAPATHY, VADIVEL",TEXAS TECH UNIVERSITY HEALTH SCIS CENTER,TX,169877,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10755358,2024,NIEHS,5R01ES028802-07,,"Developmental Exposures, Stem Cell Reprogramming, and Breast Cancer Disparities","COLACINO, JUSTIN",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,634304,Everything_else,Clinical/implementation/behavioral focus,,Everything_else,,,,
Breast Cancer,10755645,2024,NCI,5R01CA082577-25,,Role of p53 Missense Mutations on Tumorigenesis in Vivo,"LOZANO, GUILLERMINA",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,365513,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10755687,2024,NCI,5R01CA234580-05,,Defining and targeting a novel pathway for central nervous system leptomeningeal metastasis,"SIPKINS, DOROTHY",DUKE UNIVERSITY,NC,335505,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10755750,2024,NIMHD,5R00MD016946-04,,Identifying determinants of ADAR-dependency in triple-negative breast cancer,"COTTRELL, KYLE",PURDUE UNIVERSITY,IN,249000,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10756103,2024,NCI,5R37CA248434-04,,Evaluating a mobile application to reduce distress in breast cancer survivors using an adaptive design,"CHOW, PHILIP",UNIVERSITY OF VIRGINIA,VA,465505,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10756125,2024,NCI,5R01CA154663-14,,TGFbeta-regulated epithelial-mesenchymal transition (EMT),"HOWE, PHILIP",MEDICAL UNIVERSITY OF SOUTH CAROLINA,SC,355038,Everything_else,"Clinical, behavioral, or other research",,Mechanistic_and_Genetic,Moved from Everything_else (matched: EMT),,,
Breast Cancer,10756139,2024,NCI,5R01CA237607-05,,Biomarkers to Improve Targeting of Breast Cancer Prevention in Women with Atypical Hyperplasia,"DEGNIM, AMY",MAYO CLINIC ROCHESTER,MN,637457,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10756145,2024,NCI,5R01CA248543-04,,Testing a culturally targeted narrative video to reduce disparities in the use of genetic counseling and testing in Latina women at-risk of HBOC,"HURTADO DE MENDOZA CASAUS, ALEJANDRA",GEORGETOWN UNIVERSITY,DC,532923,Everything_else,Clinical/implementation/behavioral focus,,Everything_else,,,,
Breast Cancer,10756440,2024,NCI,5R01CA244912-05,,Study of Break-induced Replication in Mammalian Cells,"WU, XIAOHUA","SCRIPPS RESEARCH INSTITUTE, THE",CA,478803,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10756473,2024,NCI,5R01CA248192-04,,Multicenter Quantitative MRI Assessment of Breast Cancer Therapy Response,"HUANG, WEI",OREGON HEALTH & SCIENCE UNIVERSITY,OR,552149,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10756557,2024,NCI,5P30CA015704-49,7849,Research Program: Breast & Ovary Cancers,"SWISHER, ELIZABETH",FRED HUTCHINSON CANCER RESEARCH CENTER,WA,76182,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10756571,2024,NIAMS,5R21AR081076-02,,Role of epidermis in regulating inflammatory skin manifestations of post-surgical lymphedema,"MEHRARA, BABAK",SLOAN-KETTERING INST CAN RESEARCH,NY,188859,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10756953,2024,NCI,5F30CA268778-03,,Simultaneous Imaging of Tumor and Host Cells in the Microenvironment,"MICHIE, MEGAN",WASHINGTON UNIVERSITY,MO,53974,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10756978,2024,NCI,5R01CA194013-08,,In vivo monitoring of tumor microenvironment regulation for macrophages,"KHRAMTSOV, VALERY",WEST VIRGINIA UNIVERSITY,WV,342950,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10757003,2024,NIGMS,5P20GM135009-03,8619,New Ultrastructural 3D Optical Imaging of Tumor Endothelium for Cancer Nanomedicine Development,"JO, JAVIER",UNIVERSITY OF OKLAHOMA,OK,229073,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10757021,2024,NCI,5R01CA259054-03,,The Role of ZEB1 in promoting therapeutic resistance through its interaction with 53BP1 ,"LARNER, JAMES",UNIVERSITY OF VIRGINIA,VA,350960,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10757042,2024,NCI,5R21CA277660-03,,Using Senolytics to Improve Physical Function in Older Breast Cancer Survivors,"SEDRAK, MINA",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,216513,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10757058,2024,NCI,5R21CA270702-02,,Exploring ovarian-derived hormone STC1 as the mediator of the protective effect of breast feeding against breast cancer.,"GERMAIN, DORIS",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,225172,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10757342,2024,NCI,5R01CA178441-09,,Combinatorial epigenetic-based prevention of breast cancer,"TOLLEFSBOL, TRYGVE",UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,326956,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10757368,2024,NCI,5R01CA071699-25,,Function of Membrane Type Matrix Metalloproteinase,"WEISS, STEPHEN",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,351975,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10757396,2024,NCI,5R01CA237892-05,,A Mobile Health Behavioral Pain Intervention Protocol for Breast Cancer Patients with Pain in Medically Underserved Communities: A Randomized Controlled Trial,"SOMERS, TAMARA",DUKE UNIVERSITY,NC,590892,Everything_else,Clinical/implementation/behavioral focus,,Everything_else,,,,
Breast Cancer,10757408,2024,NCI,5R01CA264933-03,,Molecular ontology of drug tolerant persisters in HER2 positive breast cancer - Resubmission - 1,"SKOK, JANE",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,668222,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10757415,2024,NCI,5R03CA277194-02,,Effects of Exercise on Changes in Cardiovascular Biomarkers in Patients with Breast Cancer During Anthracycline-based Chemotherapy,"YU, ANTHONY",SLOAN-KETTERING INST CAN RESEARCH,NY,88500,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10757442,2024,NCI,5R01CA266269-02,,HER3-PHF8 signaling axis in triple-negative breast cancer progression,"LIU, BOLIN",LSU HEALTH SCIENCES CENTER,LA,390376,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10757443,2024,NCI,5R01CA270010-02,,Exploring novel strategies for immunoprevention of estrogen receptor negative breast cancer,"YU, DIHUA",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,450168,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10757446,2024,NCI,5R01CA242750-05,,Peer Support for Young Adult Women with High Breast Cancer Risk,"O'NEILL, SUZANNE",GEORGETOWN UNIVERSITY,DC,344059,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10757655,2024,NCI,5R01CA253678-04,,MnSOD-K68-Ac reprograms a lineage plasticity switch / stemness in ER+ breast malignancies,"GIUS, DAVID",UNIVERSITY OF TEXAS HLTH SCIENCE CENTER,TX,349755,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10757675,2024,NHLBI,5R01HL166541-02,,Mitochondrial iron export therapy for doxorubicin-induced cardiotoxicity,"KIM, JONGHAN",UNIVERSITY OF MASSACHUSETTS LOWELL,MA,622565,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10757677,2024,NIGMS,5SC1GM121182-08,,Spatiotemporal mechanisms of eIF5A1/2-mediated metastasis in triple-negative breast cancer,"KELBER, JONATHAN",CALIFORNIA STATE UNIVERSITY NORTHRIDGE,CA,362500,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10757684,2024,NCI,5R03CA277079-02,,Disabled-2 in the metabolic regulation of oncopathways,"KAIPPARETTU, BENNY",BAYLOR COLLEGE OF MEDICINE,TX,80000,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10757725,2024,NCI,5R01CA278599-02,,Mechanisms of racial disparity in breast cancer-related lymphedema,"MEHRARA, BABAK",SLOAN-KETTERING INST CAN RESEARCH,NY,697823,Everything_else,Clinical/implementation/behavioral focus,,Everything_else,,,,
Breast Cancer,10757746,2024,NCI,5R37CA269783-02,,Metabolic adaptation in residual triple negative breast cancer following chemotherapy,"ECHEVERRIA, GLORIA",BAYLOR COLLEGE OF MEDICINE,TX,401438,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10757934,2024,NCI,5R01CA275089-02,,Interactions between ES-miRNAs and environmental risk factors are responsible for TNBC progression and associated racial health disparities: a novel analysis with multilevel moderation inferences,"YU, QINGZHAO",LSU HEALTH SCIENCES CENTER,LA,319450,Strictly_Environmental_or_Gene-Environment,Gene-environment interaction study,Other,Strictly_Environmental_or_Gene-Environment,,,,
Breast Cancer,10757940,2024,NIBIB,5R21EB032063-03,,Highly Integrated Nucleic-Acid Analysis Using Graphene Bioelectronics,"PING, JINGLEI",UNIVERSITY OF MASSACHUSETTS AMHERST,MA,189275,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10757950,2024,NCI,5R01CA271597-02,,Impact of hypoxia on lipid metabolism in obesity-driven breast cancer progression,"TEEGARDEN, DOROTHY",PURDUE UNIVERSITY,IN,609551,Strictly_Environmental_or_Gene-Environment,Contains environmental/lifestyle keywords,Diet_Obesity_Nutrition,Strictly_Environmental_or_Gene-Environment,,,,
Breast Cancer,10758195,2024,NCI,5F30CA268872-03,,Combating the Immunosuppressive Tumor Microenvironment in Triple Negative Breast Cancer: The Role of Mitochondrial Dynamics in the Polarization of Tumor-Associated Macrophages,"CHAN, HILDA",BAYLOR COLLEGE OF MEDICINE,TX,53974,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10758218,2024,NCI,5P30CA022453-42,8817,Molecular Imaging,"VIOLA, NERISSA",WAYNE STATE UNIVERSITY,MI,51833,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10758613,2024,NIGMS,5R35GM148181-02,,Mechanisms of mitotic regulation,"STUKENBERG, P. TODD",UNIVERSITY OF VIRGINIA,VA,670075,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10758623,2024,NCI,5R01CA266068-02,,Mathematical modeling of metabolism rewiring in cancer eco-evolution and metastasis tropism,"XAVIER, JOAO",SLOAN-KETTERING INST CAN RESEARCH,NY,546896,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10758627,2024,NCI,5R01CA246929-04,,Impact of brain estrogens on cognition and brain aging in a non-human primate,"LACREUSE, AGNES",UNIVERSITY OF MASSACHUSETTS AMHERST,MA,495799,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10758848,2024,NCI,5R37CA214785-07,,The Breast Cancer and the Workforce Communication App: A randomized controlled trial of an English/Spanish intervention to promote long-term job retention,"BLINDER, VICTORIA",SLOAN-KETTERING INST CAN RESEARCH,NY,530952,Everything_else,Clinical/implementation/behavioral focus,,Everything_else,,,,
Breast Cancer,10758961,2024,NCI,5R21CA276820-02,,SQLE and Sterols Contribute to Racial Disparity in ER+ Breast Cancer Patient Survival,"COLOFF, JONATHAN",UNIVERSITY OF ILLINOIS AT CHICAGO,IL,177486,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10759417,2024,NIEHS,5R01ES033601-03,,Circadian Regulation of Cellular Homeostasis,"PORTER, WESTON",TEXAS A&M AGRILIFE RESEARCH,TX,503769,Mechanistic_Pathogenesis,Contains environmental/lifestyle keywords,,Mechanistic_and_Genetic,,,,
Breast Cancer,10759457,2024,NCI,5R01CA258766-03,,Novel dietary interventions for reducing obesity-associated breast cancer,"MACLEAN, PAUL",UNIVERSITY OF COLORADO DENVER,CO,612513,Everything_else,Contains environmental/lifestyle keywords,,Everything_else,,,,
Breast Cancer,10760310,2024,NIA,5R01AG065311-05,,A Conversation Aid on Mammography Screening to Support Shared Decision Making between Clinicians and Women Aged 75 and Older,"SCHONBERG, MARA",BETH ISRAEL DEACONESS MEDICAL CENTER,MA,620309,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10763002,2024,NCI,5R01CA260890-03,,Synergistic combinatorial DNA damage response/repair inhibition and Sacituzumab Govitecan in triple-negative breast cancer,"ELLISEN, LEIF",MASSACHUSETTS GENERAL HOSPITAL,MA,531794,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10763853,2024,NCI,5R03CA267343-02,,Statistical methods for breast cancer survival using the restricted mean survival time,"LEE, CHI HYUN",UNIVERSITY OF MASSACHUSETTS AMHERST,MA,75041,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10764245,2024,NCI,5R01CA248739-04,,A Randomized Controlled Trial: Genetic Counseling Patient Preference Intervention via Electronic Health Record Portal vs. Conventional Genetic Counseling for Women at Elevated Risk for Breast Cancer,"SWEET, KEVIN",OHIO STATE UNIVERSITY,OH,545404,Everything_else,Clinical/implementation/behavioral focus,,Everything_else,,,,
Breast Cancer,10764658,2024,NIGMS,1R35GM151963-01,,"Control Mechanisms of Human Voltage Gated Proton Channels, hHv1","DECOURSEY, THOMAS",RUSH UNIVERSITY MEDICAL CENTER,IL,434500,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10764824,2024,NCI,5R01CA269711-02,,Targeting the detoxification function of the enzyme KDSR for cancer therapy,"KIM, DOHOON",UNIV OF MASSACHUSETTS MED SCH WORCESTER,MA,369386,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10765058,2024,NIGMS,1R35GM152207-01,,Mechanism and Regulation of Homologous Recombination in Genome Maintenance,"NIU, HENGYAO",TRUSTEES OF INDIANA UNIVERSITY,IN,396250,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10765538,2024,NIGMS,1R35GM152076-01,,Advanced approaches for biomedical measurements using time-resolved and micro-flow cytometry,"HOUSTON, JESSICA",NEW MEXICO STATE UNIVERSITY LAS CRUCES,NM,364666,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10765724,2024,NIGMS,5R01GM114142-09,,Omics analysis of three-dimensional transcriptional regulation,"JIN, VICTOR",MEDICAL COLLEGE OF WISCONSIN,WI,337143,Everything_else,"Clinical, behavioral, or other research",,Mechanistic_and_Genetic,Moved from Everything_else (matched: transcriptional),,,
Breast Cancer,10766149,2024,NCI,5P30CA044579-33,6554,CPH - Project,"LI, LI",UNIVERSITY OF VIRGINIA,VA,31646,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10766272,2024,NCI,5R37CA269776-02,,Optimizing psychosocial intervention for breast cancer-related sexual morbidity: A factorial trial using the National Cancer Institute Community Oncology Research Program (NCORP) network,"SHAFFER, KELLY",UNIVERSITY OF VIRGINIA,VA,629737,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10767182,2024,NCI,5R01CA270372-02,,Chemotherapy-induced circadian master clock disruptions and fatigue,"PYTER, LEAH",OHIO STATE UNIVERSITY,OH,507438,Mechanistic_Pathogenesis,Studies chemotherapy-induced circadian mechanism,,Mechanistic_and_Genetic,,,,
Breast Cancer,10767510,2024,NCI,1P01CA272239-01A1,6773,Project 2,"BEEBE-DIMMER, JENNIFER",WAYNE STATE UNIVERSITY,MI,208829,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10767613,2024,NCI,1R37CA278744-01A1,,Novel MUC1 Theranostic Peptides for Imaging and Treatment of Triple-Negative Breast Cancer,"BEINAT, CORINNE",STANFORD UNIVERSITY,CA,462860,Mechanistic_Pathogenesis,Contains mechanistic/pathway/molecular terms,,Mechanistic_and_Genetic,,,,
Breast Cancer,10767725,2024,NCI,2P30CA072720-25,6849,Clinical Investigation and Precision Therapy,"GANESAN, SHRIDAR",RUTGERS BIOMEDICAL AND HEALTH SCIENCES,NJ,9429,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10767795,2024,NCI,5P30CA016086-48,6867,Immunology Research Program,"SERODY, JONATHAN",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,41357,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10767826,2024,NCI,5P30CA016086-48,6874,Breast Cancer Research Program,"CAREY, LISA",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,42152,Everything_else,"Clinical, behavioral, or other research",,Everything_else,,,,
Breast Cancer,10767837,2024,NCI,5K00CA245807-05,,Targeting the Epigenome to Improve Responses to Immunotherapy,"GARDNER, ALYCIA",BRIGHAM AND WOMEN'S HOSPITAL,MA,101101,Mechanistic_Pathogenesis,Reclassified - mechanistic focus identified,,Mechanistic_and_Genetic,,,,
Breast Cancer,10767979,2024,NCI,5R21CA271070-02,,Developing a Patient Navigation Intervention to Improve Risk Management among Women at High Risk of Breast Cancer,"PADAMSEE, TASLEEM",OHIO STATE UNIVERSITY,OH,174874,Everything_else,Clinical/implementation/behavioral focus,,Everything_else,,,,
