Category,Appl_id,FY,Funding IC,Project Number,Sub Project #,Project Title,PI_Name,Org Name,State / Country,Amount,Tag,Reason,Environmental_Subgroup,Combined_Tag,Fix_Applied,UserFix_Applied,Clinical_Subcategory,Mechanistic_Subcategory
Lung Cancer,10927359,2024,NIGMS,5S06GM146079-03,8079,Smoking Cessation Intervention for American Indian Women Experiencing Intimate Partner Violence,"HENDERSON, PATRICIA",BLACK HILLS CTR/AMERICAN INDIAN HEALTH,SD,197822,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Everything_else,Moved from Environmental to Everything_else (intervention study),,,
Lung Cancer,10927359,2024,OD,5S06GM146079-03,8079,Smoking Cessation Intervention for American Indian Women Experiencing Intimate Partner Violence,"HENDERSON, PATRICIA",BLACK HILLS CTR/AMERICAN INDIAN HEALTH,SD,56495,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Everything_else,Moved from Environmental to Everything_else (intervention study),,,
Lung Cancer,10928159,2024,NCI,5U01CA253166-06,,Liquid biopsy of the lung to profile lung cancer,"NAIR, VISWAM",FRED HUTCHINSON CANCER CENTER,WA,377741,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10928697,2024,NCI,5R37CA230042-07,,Investigation of NRF2-Dependent Metabolic Liabilities,"DENICOLA, GINA",H. LEE MOFFITT CANCER CTR & RES INST,FL,360169,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10928727,2024,NCI,5R50CA243698-05,,Modeling tumor heterogeneity and treatment resistance in small cell lung cancer,"STEWART, CATHERINE",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,96499,Mechanistic_Pathogenesis,Tumor heterogeneity mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10929472,2024,NCI,5U01CA233370-07,,EFIRM Liquid Biopsy Research Laboratory: Early Lung Cancer Assessment,"WONG, DAVID",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,878436,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10929537,2024,NCI,5R00CA270423-03,,Targeting antioxidant vulnerabilities in KEAP1/NRF2 mutant NSCLC,"JIANG, CHANG",H. LEE MOFFITT CANCER CTR & RES INST,FL,248709,Mechanistic_Pathogenesis,KEAP1/NRF2 antioxidant pathway mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10930049,2024,NCI,5R35CA231989-08,,The MYC Transcription Factor Network and the Path to Cancer,"EISENMAN, ROBERT",FRED HUTCHINSON CANCER CENTER,WA,899999,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10930082,2024,NIMHD,5U54HG013243-02,9475,Community Engagement Core,"CASSEL, KEVIN",UNIVERSITY OF HAWAII AT MANOA,HI,37139,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10930082,2024,NHGRI,5U54HG013243-02,9475,Community Engagement Core,"CASSEL, KEVIN",UNIVERSITY OF HAWAII AT MANOA,HI,117595,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10930087,2024,NIMHD,5U54HG013243-02,9477,Characterizing genomic risk factors of lung cancers in Native Hawaiians,"DENG, YOUPING",UNIVERSITY OF HAWAII AT MANOA,HI,128435,Strictly_Genetic,Contains genetic terms only (no mechanistic or exposure content),,Mechanistic_and_Genetic,,,,
Lung Cancer,10930087,2024,NHGRI,5U54HG013243-02,9477,Characterizing genomic risk factors of lung cancers in Native Hawaiians,"DENG, YOUPING",UNIVERSITY OF HAWAII AT MANOA,HI,406670,Strictly_Genetic,Contains genetic terms only (no mechanistic or exposure content),,Mechanistic_and_Genetic,,,,
Lung Cancer,10930151,2024,FIC,5R33CA253600-04,,Mobile Health Technology for Personalized Tobacco Cessation Support in Laos,"BUI, THANH",UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR,OK,5000,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Strictly_Environmental_or_Gene-Environment,,,,
Lung Cancer,10930151,2024,NCI,5R33CA253600-04,,Mobile Health Technology for Personalized Tobacco Cessation Support in Laos,"BUI, THANH",UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR,OK,216362,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Strictly_Environmental_or_Gene-Environment,,,,
Lung Cancer,10930170,2024,NCI,5U54CA274507-02,7465,Administrative Core,"ANDERSON, ALEXANDER",H. LEE MOFFITT CANCER CTR & RES INST,FL,315931,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10930171,2024,NCI,5U54CA274507-02,7466,Project 1: Delta immune Ecology of NSCLC,"ANDERSON, ALEXANDER",H. LEE MOFFITT CANCER CTR & RES INST,FL,475697,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10930172,2024,NCI,5U54CA274507-02,7467,Project 2: Delta Stromal Ecology of NSCLC,"MARUSYK, ANDRIY",H. LEE MOFFITT CANCER CTR & RES INST,FL,445271,Mechanistic_Pathogenesis,Stromal ecology/TME mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10930174,2024,NCI,5U54CA274507-02,7468,Outreach Core,"BRADY, RENEE",H. LEE MOFFITT CANCER CTR & RES INST,FL,135555,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10930176,2024,NCI,5U54CA274507-02,7469,Core 1: Mathematical Core,"ANDERSON, ALEXANDER",H. LEE MOFFITT CANCER CTR & RES INST,FL,311332,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10930177,2024,NCI,5U54CA274507-02,7470,Core 2: Ecological Core,"BROWN, JOEL",H. LEE MOFFITT CANCER CTR & RES INST,FL,309149,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10931475,2024,NCI,5R00CA252604-04,,Using mHealth to investigate intersectionality and health behaviors: Implications for conceptual models and cancer prevention interventions for marginalized populations,"POTTER, LINDSEY",UNIVERSITY OF UTAH,UT,249000,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10931487,2024,NCI,5U01CA286821-02,,Longitudinal assessment of benefits and harms of cannabis use among community-based cancer patients during initial cancer treatment,"POTOSKY, ARNOLD",GEORGETOWN UNIVERSITY,DC,627896,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10931501,2024,NCI,5U54CA274511-02,7286,Biospecimen and Data Core,"SHRAGER, JOSEPH",STANFORD UNIVERSITY,CA,293669,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10931527,2024,NCI,5R44CA285207-02,,"7HP349, an Integrin Activator to Treat Patients With anti-PD-1 Resistant Solid Tumors","MARATHI, UPENDRA","7 HILLS PHARMA, LLC",TX,999200,Mechanistic_Pathogenesis,Integrin activator mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10931529,2024,NCI,5U54CA233396-07,5686,Full Project 2 - An Organoid System Tailored to Study Lung Cancer in Blacks,"LAMANGO, NAZARIUS",FLORIDA AGRICULTURAL AND MECHANICAL UNIV,FL,84523,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10931547,2024,NCI,5U54CA233444-07,5653,Project 4 LUNG,"HUANG, YONG",UNIVERSITY OF FLORIDA,FL,109500,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10931573,2024,NCI,5U54CA132381-18,5006,"Project 4: Culturally‐Tailored, Avatar‐Led mHealth Intervention to Aid Smoking Cessation Among Sexual and Gender Minority Young Adultsin New Mexico","HEFFNER, JAIMEE",FRED HUTCHINSON CANCER CENTER,WA,183610,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Everything_else,Moved from Environmental to Everything_else (intervention study),,,
Lung Cancer,10931587,2024,NCI,5U01CA285010-02,,Multi-cancer early detection using cell-free DNA methylome analysis,"ZHOU, XIANGHONG",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,879305,Strictly_Genetic,Contains genetic terms only (no mechanistic or exposure content),,Mechanistic_and_Genetic,,,,
Lung Cancer,10931598,2024,NCI,5P20CA275734-02,6491,Project 2: Mitigating Lung Cancer Disparities in Native Hawaiians: A Population-Based Approach to Evaluate Prevention Barriers and Lung Tumor Biology,"PARK, SUNGSHIM",UNIVERSITY OF HAWAII AT MANOA,HI,303798,Mechanistic_Pathogenesis,Lung tumor biology research,,Mechanistic_and_Genetic,,,,
Lung Cancer,10931604,2024,NCI,5P20CA275734-02,6493,Core 1: Biostatistics & Bioinformatics Core,"WILKENS, LYNNE",UNIVERSITY OF HAWAII AT MANOA,HI,248597,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10931608,2024,NCI,5P20CA275734-02,6494,Core 2: Outreach & Recruitment Core,"CASSEL, KEVIN",UNIVERSITY OF HAWAII AT MANOA,HI,233814,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10931708,2024,NCI,5U54CA132383-17,5015,"Project 4: Culturally-Tailored, Avatar-Led mHealth Intervention to Aid Smoking Cessation Among Sexual and Gender Minority Young Adults in New Mexico","STIMATZE, TAMARA",NEW MEXICO STATE UNIVERSITY LAS CRUCES,NM,108847,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Everything_else,Moved from Environmental to Everything_else (intervention study),,,
Lung Cancer,10931761,2024,NCI,5U01CA282114-02,,Spatial functional genomics to identify regulators of the tumor microenvironment and cancer immunity,"BROWN, BRIAN",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,964277,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10932194,2024,NCI,5P30CA082103-25,5627,Cancer Control Program,"LING, PAMELA","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,185205,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10932248,2024,NCI,5U54CA233465-07,5725,Full Project 4,"OFFRINGA, ITE",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,89740,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10932343,2024,NCI,5R01CA167426-12,,Role of PI3Kgamma in Tumor Progression and Metastasis,"VARNER, JUDITH","UNIVERSITY OF CALIFORNIA, SAN DIEGO",CA,509078,Mechanistic_Pathogenesis,PI3Kgamma signaling pathway mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10932354,2024,NIMHD,5U54MD007595-17,5786,Developing a Selective PROTAC of Anaplastic Lymphoma Kinase for Treatment of ALK+ NSCLC,"HUCKABA, THOMAS",XAVIER UNIVERSITY OF LOUISIANA,LA,514185,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10932365,2024,NCI,5R01CA280359-02,,"Broad Genomic Profiling in patients with advanced lung cancer: empirically assessing adoption, clinical utility, and the value of additional evidence in an evolving landscape of cancer care","GROSS, CARY",YALE UNIVERSITY,CT,628231,Strictly_Genetic,Contains genetic terms only (no mechanistic or exposure content),,Mechanistic_and_Genetic,,,,
Lung Cancer,10932378,2024,NCI,5U01CA286808-02,,A Prospective Cohort Study of Patients with Non-Small Cell Lung Cancer and Multiple Myeloma to Assess the Benefits and Harms Related to Cannabis Use During Treatment,"LEE, RICHARD",BECKMAN RESEARCH INSTITUTE/CITY OF HOPE,CA,572907,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10932379,2024,NCI,5R01CA284687-02,,Digital smoking cessation intervention for nationally-recruited American Indians and Alaska Natives: A full-scale randomized controlled trial,"BRICKER, JONATHAN",FRED HUTCHINSON CANCER CENTER,WA,671784,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Everything_else,Moved from Environmental to Everything_else (intervention study),,,
Lung Cancer,10932407,2024,NCI,5R01CA279455-02,,Pdcd4-Rictor Interaction in Suppression of Lung Tumorigenesis,"YANG, HSIN-SHENG",UNIVERSITY OF KENTUCKY,KY,482326,Mechanistic_Pathogenesis,Pdcd4-Rictor protein interaction mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10932862,2024,NCI,5U54CA224081-07,8909,Administrative Core,"BLAKELY, COLLIN","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,181528,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10932866,2024,NCI,5U54CA224081-07,8917,Clinical specimen tumor-TME acquired resistance,"BIVONA, TREVER","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,295923,Mechanistic_Pathogenesis,TME acquired resistance mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10932869,2024,NCI,5U54CA224081-07,8916,Organoid Acquired Resistance,"BANDYOPADHYAY, SOURAV","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,202165,Mechanistic_Pathogenesis,Organoid acquired resistance mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10932967,2024,NCI,5U01CA286813-02,,Assessing Benefits and Harms of Cannabis and Cannabinoid Use Among a Cohort of Cancer Patients Treated in Community Oncology Clinics,"REBOUSSIN, BETH",WAKE FOREST UNIVERSITY HEALTH SCIENCES,NC,619471,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10933037,2024,NCI,5K00CA274655-04,,Use and Impact of Quantitative Information in Tobacco Risk Communications,"DIAZ, DESTINY",RUTGERS BIOMEDICAL AND HEALTH SCIENCES,NJ,87862,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Strictly_Environmental_or_Gene-Environment,,,,
Lung Cancer,10933414,2024,NCI,5U01CA200464-07,,Quantitative Imaging Clinical Validation Center at Moffitt Cancer Center,"HEINE, JOHN",H. LEE MOFFITT CANCER CTR & RES INST,FL,1256574,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10933566,2024,NCI,5R00CA277366-03,,Developing a Trustworthy Multilevel Intervention to Improve Equity in Lung Cancer Screening,"RICHMOND, JENNIFER",WAKE FOREST UNIVERSITY HEALTH SCIENCES,NC,202583,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10934034,2024,NCI,2P30CA016359-44,6194,Cancer Prevention & Control Research Program,"MA, XIAOMEI",YALE UNIVERSITY,CT,81517,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10934041,2024,NCI,2P30CA016359-44,6201,Community Outreach and Engagement,"NUNEZ-SMITH, MARCELLA",YALE UNIVERSITY,CT,670616,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10934563,2024,NCI,5U19CA203654-08,6536,"Project 1: Smoking, environmental and genomic factors in lung cancer and managing risk","AMOS, CHRISTOPHER",BAYLOR COLLEGE OF MEDICINE,TX,710273,Strictly_Environmental_or_Gene-Environment,Contains environmental exposure and genetic terms (gene–environment interaction),Smoking,Strictly_Environmental_or_Gene-Environment,,,,
Lung Cancer,10934565,2024,NCI,5U19CA203654-08,6537,Integrating Biomarkers into Lung Cancer Risk Profiling,"JOHANSSON, MATTIAS",INTERNATIONAL AGENCY FOR RES ON CANCER,FR,721393,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10934567,2024,NCI,5U19CA203654-08,6538,Translating Molecular and Clinical Data to Biomarker-Informed Screening Pathway,"HUNG, RAYJEAN",SINAI HEALTH SYSTEM,CANADA,691913,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10934569,2024,NCI,5U19CA203654-08,6539,Administrative Core,"AMOS, CHRISTOPHER",BAYLOR COLLEGE OF MEDICINE,TX,305044,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10934572,2024,NCI,5U19CA203654-08,6053,Core-002,"AMOS, CHRISTOPHER",BAYLOR COLLEGE OF MEDICINE,TX,301304,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10934639,2024,NCI,2P30CA082709-25,6342,Cancer Prevention and Control,"SKAAR, TODD",INDIANA UNIVERSITY INDIANAPOLIS,IN,68494,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10935914,2024,NCI,2P30CA071789-23,7098,Population Sciences in the Pacific Research Program,"PARK, SUNGSHIM",UNIVERSITY OF HAWAII AT MANOA,HI,70792,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10936438,2024,NCI,1R01CA293229-01,,Evaluation of a Novel mHealth Intervention for People Who Are Ambivalent About Quitting Smoking: A Randomized Controlled Trial,"MCCLURE, JENNIFER",KAISER FOUNDATION RESEARCH INSTITUTE,CA,707367,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Everything_else,Moved from Environmental to Everything_else (intervention study),,,
Lung Cancer,10937440,2024,NHLBI,1R16HL178696-01,,"Vaping has an immunosuppressive effect, rendering the lung more susceptible to microbial infections","ONYENWOKE, ROB",NORTH CAROLINA CENTRAL UNIVERSITY,NC,187500,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Strictly_Environmental_or_Gene-Environment,,,,
Lung Cancer,10938193,2024,NIGMS,1R35GM155319-01,,STUDIES ON FATTY ACID METABOLIZING CYTOCHROME P450 ENZYMES,"BRIXIUS-ANDERKO, SIMONE",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,376787,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10939807,2024,NHLBI,1R01HL174648-01,,Leveraging Quantitative Imaging from Lung Cancer Screening to Create Tools to Confront COPD,"HAN, MEILAN",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,626247,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10941837,2024,NCI,1R01CA292936-01,,3D genome reorganization drives cancer development,"MUZUMDAR, MANDAR",YALE UNIVERSITY,CT,695123,Mechanistic_Pathogenesis,3D genome reorganization mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10943035,2024,NCI,1R01CA292692-01,,Interrogating the relationship between translational dynamics and non-canonical antigen presentation in lung cancer,"JAEGER, ALEX",H. LEE MOFFITT CANCER CTR & RES INST,FL,485494,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10943504,2024,NIMHD,1R01MD019690-01,,Effectiveness of a multilevel integrated intervention for LDCT lung cancer screening and smoking cessation among African Americans,"TSENG, TUNG SUNG",LSU HEALTH SCIENCES CENTER,LA,1598,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Everything_else,Moved from Environmental to Everything_else (intervention study),,,
Lung Cancer,10943504,2024,OD,1R01MD019690-01,,Effectiveness of a multilevel integrated intervention for LDCT lung cancer screening and smoking cessation among African Americans,"TSENG, TUNG SUNG",LSU HEALTH SCIENCES CENTER,LA,400117,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Everything_else,Moved from Environmental to Everything_else (intervention study),,,
Lung Cancer,10944361,2024,NCI,1R21CA293440-01,,Epidemiologic study of microplastic pollution in bronchoalveolar lavage fluid and its association with lung cancer,"EGAN, KATHLEEN",H. LEE MOFFITT CANCER CTR & RES INST,FL,425772,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Chemicals,Strictly_Environmental_or_Gene-Environment,,,,
Lung Cancer,10944790,2024,NIMHD,1R01MD019683-01,,Reducing racial disparities and achieving health equity in lung cancer treatment among the underserved,"HARDY, DALE",MOREHOUSE SCHOOL OF MEDICINE,GA,12607,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10944790,2024,OD,1R01MD019683-01,,Reducing racial disparities and achieving health equity in lung cancer treatment among the underserved,"HARDY, DALE",MOREHOUSE SCHOOL OF MEDICINE,GA,466370,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10945054,2024,NCI,1R01CA293718-01,,Targeting cell state transitions driving resistance to KRAS inhibitors in lung cancer,"WONG, KWOK KIN",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,735635,Mechanistic_Pathogenesis,Cell state transition mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10945367,2024,NCI,1R01CA294004-01,,Harnessing digital health and equity informed multi-level implementation strategies to promote uptake of depression treatment in cancer settings: iCan DepCare,"MOISE, NATHALIE",COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,696140,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10947783,2024,NCI,1R21CA282851-01A1,,Estrogen Suppression as a Strategy to Enhance Immunotherapy Efficacy in EGFR-Mutated Non-Small Cell Lung Cancer,"BODOR, JOSEPH",RESEARCH INST OF FOX CHASE CAN CTR,PA,483395,Mechanistic_Pathogenesis,Estrogen/immunotherapy mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10948994,2024,NCI,4R00CA256039-03,,Dissecting reciprocal interactions between cancer cells and endothelial cells in SCLC liver metastasis.,"TANG, RUI",WASHINGTON UNIVERSITY,MO,245300,Mechanistic_Pathogenesis,Cancer-endothelial cell metastasis mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10950224,2024,NIA,1K01AG088449-01,,Evaluation of clinical and social factors associated with deficit accumulation trajectories in older survivors with early-stage non-small cell lung cancer,"CHOI, EUNJI",WEILL MEDICAL COLL OF CORNELL UNIV,NY,115411,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10951216,2024,NCI,1R21CA293416-01,,RNA oxidation in RAS-driven cancer,"PESTOV, DIMITRI",ROWAN UNIVERSITY SCHOOL/OSTEOPATHIC MED,NJ,396654,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10952766,2024,NCI,1R01CA292971-01,,Social media support groups for adolescent vaping cessation,"LING, PAMELA","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,692872,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10953425,2024,NCI,1R03CA292991-01,,Estimating Overdiagnosis After Implementation of Lung Cancer Screening in Community-Based Healthcare Systems,"CARROLL, NIKKI",KAISER FOUNDATION RESEARCH INSTITUTE,CA,158290,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10953760,2024,NCI,4P30CA016672-48,5726,10 Lung Cancer,"HEYMACH, JOHN",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,23220,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10953767,2024,NCI,4P30CA016672-48,5732,"27 Risk, Detection and Outcomes","SCHEET, PAUL",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,23220,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10953768,2024,NCI,4P30CA016672-48,5733,28 Cancer Prevention,"VILAR SANCHEZ, EDUARDO",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,23220,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10953769,2024,NCI,4P30CA016672-48,5734,Community Outreach and Engagement,"HAWK, ERNEST",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,185731,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10954086,2024,NCI,1UG3CA293756-01,,Using a Pragmatic Randomized Rollout Trial to Evaluate Implementation Strategies to Promote Smoking Treatment and Cancer Prevention for Salvation Army Clients,"MCCARTHY, DANIELLE",UNIVERSITY OF WISCONSIN-MADISON,WI,639964,Everything_else,Reclassified: Intervention/Administrative,,Everything_else,,,,
Lung Cancer,10954299,2024,NIBIB,3R01EB034286-01S1,,"Extending Reach, Accuracy, and Therapeutic Capabilities: A Soft Robot for Peripheral Early-Stage Lung Cancer","RUSSO, SHEILA",BOSTON UNIVERSITY (CHARLES RIVER CAMPUS),MA,22399,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10974898,2024,NIDDK,4K00DK131504-03,,Hematopoietic circRNA-mediated intercellular communication,"REGGIARDO, ROMAN",STANFORD UNIVERSITY,CA,86516,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10977276,2024,NCI,3R00CA256351-05S1,,Adapting and Testing a Novel Self-Compassion Intervention to Reduce Lung Cancer Stigma,"WILLIAMSON, TIMOTHY",LOYOLA MARYMOUNT UNIVERSITY,CA,20772,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10977285,2024,NCI,3R01CA131261-12S1,,"Studying the initiation, progression and therapy of lung cancer in mouse models","MCMAHON, MARTIN",UNIVERSITY OF UTAH,UT,23236,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10977292,2024,NCI,3R01CA175495-11S1,,The B7x pathways in the tumor microenvironment,"ZANG, XINGXING",ALBERT EINSTEIN COLLEGE OF MEDICINE,NY,85226,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10977298,2024,NCI,3R01CA236857-06S1,,Development of a Novel Lung Function Imaging Modality for comprehensive management of lung cancer,"VINOGRADSKIY, YEVGENIY",THOMAS JEFFERSON UNIVERSITY,PA,130633,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10977299,2024,NCI,3R01CA236857-06S2,,Development of a Novel Lung Function Imaging Modality for comprehensive management of lung cancer,"VINOGRADSKIY, YEVGENIY",THOMAS JEFFERSON UNIVERSITY,PA,28114,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10977301,2024,NCI,3R01CA237401-05S1,,Investigating the heterogeneity of glucose transport in lung adenocarcinoma,"SCAFOGLIO, CLAUDIO",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,36988,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10977314,2024,NCI,3R01CA240452-05S1,,Construal level as a novel pathway for affect regulation and cancer control,"BERKMAN, ELLIOT",UNIVERSITY OF OREGON,OR,135908,Everything_else,Behavioral/psychological affect regulation,,Everything_else,,,,
